row_ID,final_price
35326,7432.9116
35327,4952.269
35328,-127.62121
35329,2777.9011
35330,3272.8792
35331,3950.4307
35332,111.17508
35333,3103.6348
35334,2790.551
35335,95.2974
35336,251.68626
35337,4701.059
35338,6848.806
35339,5042.333
35340,6370.016
35341,2735.9053
35342,7281.3027
35343,94.30972
35344,1677.0875
35345,110.87489
35346,3533.8042
35347,13601.203
35348,2314.024
35349,1032.4768
35350,2057.9585
35351,5435.1655
35352,5753.1187
35353,4155.3423
35354,3883.9326
35355,2757.81
35356,2639.499
35357,2567.0
35358,3290.3196
35359,5640.7925
35360,11248.275
35361,14623.301
35362,6276.3696
35363,7432.205
35364,6048.4805
35365,2207.6782
35366,4645.721
35367,5945.6743
35368,4304.3066
35369,6047.6997
35370,7525.7153
35371,3456.9858
35372,21905.898
35373,4465.189
35374,9833.73
35375,3320.9695
35376,14264.743
35377,5284.598
35378,2399.7007
35379,1498.5105
35380,14813.955
35381,4137.6396
35382,3808.4558
35383,10285.297
35384,3982.1458
35385,3834.743
35386,5022.623
35387,10456.647
35388,5121.032
35389,148.909
35390,3799.1892
35391,3844.5886
35392,3788.7327
35393,5880.5073
35394,10763.482
35395,5827.257
35396,1688.4968
35397,2337.9666
35398,2894.1448
35399,5836.3975
35400,-73.130264
35401,3665.1274
35402,13518.231
35403,322.9359
35404,9221.972
35405,4857.141
35406,2876.8774
35407,2503.066
35408,5421.3228
35409,4852.5845
35410,10479.757
35411,6430.9375
35412,2195.3828
35413,4104.115
35414,1944.7441
35415,16758.342
35416,10478.092
35417,4952.4956
35418,4816.6724
35419,14250.061
35420,201.19305
35421,6046.2627
35422,5574.4707
35423,3455.7004
35424,3593.3582
35425,15581.518
35426,4881.178
35427,78.39663
35428,4773.7124
35429,2987.4788
35430,6181.4937
35431,3103.6348
35432,1208.2755
35433,2979.3545
35434,7863.785
35435,6319.7686
35436,122.6274
35437,7088.2085
35438,6907.471
35439,3103.6348
35440,256.53696
35441,3103.6348
35442,7337.3677
35443,3409.18
35444,13532.809
35445,6839.067
35446,9312.276
35447,3399.7246
35448,1682.4335
35449,1913.0276
35450,1580.9517
35451,1803.5027
35452,1299.2761
35453,2049.4202
35454,1301.7489
35455,6121.103
35456,2123.6643
35457,1198.2585
35458,5744.915
35459,3928.0872
35460,6980.022
35461,9686.004
35462,9388.2
35463,95.43455
35464,4005.8147
35465,6032.7827
35466,1079.822
35467,61.27734
35468,267.7872
35469,4675.1665
35470,3914.0127
35471,2902.3865
35472,3025.8062
35473,4787.471
35474,3357.4358
35475,7676.775
35476,5915.699
35477,7798.3037
35478,3665.1274
35479,10624.469
35480,4718.2124
35481,5297.124
35482,16763.05
35483,6282.25
35484,22126.238
35485,1815.301
35486,6683.711
35487,3962.3735
35488,9325.653
35489,3864.6826
35490,1228.3755
35491,5822.715
35492,6403.904
35493,22448.137
35494,9793.015
35495,282.28714
35496,2008.237
35497,1216.0105
35498,9429.229
35499,2972.5276
35500,5449.7754
35501,3586.823
35502,14786.344
35503,5520.4634
35504,4594.509
35505,5453.797
35506,213.31271
35507,7762.8936
35508,8246.214
35509,6290.153
35510,12823.325
35511,7230.9473
35512,7052.619
35513,189.14508
35514,5024.6294
35515,5160.0024
35516,11936.322
35517,5579.2026
35518,11091.845
35519,6538.1875
35520,3070.4114
35521,1949.0978
35522,2848.1135
35523,9683.802
35524,6421.1284
35525,4041.425
35526,2736.7666
35527,3323.2349
35528,6830.8696
35529,8704.457
35530,1876.1125
35531,8959.471
35532,3224.222
35533,8694.826
35534,250.46347
35535,2125.7085
35536,6591.2183
35537,1234.9646
35538,7111.22
35539,2703.9053
35540,4105.93
35541,5501.05
35542,10813.281
35543,8627.09
35544,2349.713
35545,8981.692
35546,6008.9824
35547,8479.807
35548,7879.38
35549,444.0282
35550,3758.8618
35551,160.55641
35552,1119.5002
35553,4783.9443
35554,7764.3623
35555,4611.9927
35556,1911.3745
35557,22838.322
35558,11326.415
35559,6767.208
35560,6028.2065
35561,4980.025
35562,3779.786
35563,11743.718
35564,11685.218
35565,-56.894936
35566,4335.7964
35567,3751.6848
35568,310.5431
35569,5807.4077
35570,2216.543
35571,4203.1416
35572,5882.6675
35573,3629.368
35574,4943.459
35575,3195.363
35576,4556.9175
35577,13700.862
35578,6998.1533
35579,6248.6426
35580,1871.6447
35581,7364.926
35582,5587.5225
35583,13514.794
35584,4412.4565
35585,8163.439
35586,1361.1113
35587,3399.8672
35588,13631.036
35589,160.13545
35590,6653.299
35591,12900.82
35592,12169.98
35593,5847.998
35594,5174.0083
35595,2400.1245
35596,5961.951
35597,291.74756
35598,12316.76
35599,5152.9395
35600,166.85208
35601,3823.2725
35602,3149.825
35603,209.948
35604,32400.139
35605,2758.5232
35606,3803.1687
35607,13308.304
35608,1742.9039
35609,5504.807
35610,13721.773
35611,3748.3179
35612,1918.6327
35613,3575.058
35614,7345.539
35615,5760.8105
35616,15288.296
35617,156.72914
35618,176.62465
35619,196.14717
35620,6276.6235
35621,6990.2773
35622,10295.4795
35623,22058.078
35624,6144.1133
35625,372.6266
35626,15441.766
35627,7826.7153
35628,7555.6694
35629,5112.8354
35630,7350.796
35631,4259.24
35632,2329.9995
35633,10994.103
35634,233.69197
35635,1605.8031
35636,11871.129
35637,5673.118
35638,1216.0105
35639,1297.3955
35640,7536.9316
35641,7358.3315
35642,8219.138
35643,9445.483
35644,3989.4927
35645,4230.8813
35646,11991.515
35647,8757.675
35648,2065.442
35649,2695.573
35650,2695.4604
35651,5779.742
35652,2856.4202
35653,3660.3079
35654,3883.9475
35655,9924.755
35656,8246.422
35657,1371.1217
35658,396.63766
35659,2725.3052
35660,6423.79
35661,7586.503
35662,4528.5557
35663,22.36758
35664,6022.356
35665,12919.084
35666,1723.7843
35667,234.45229
35668,10108.154
35669,5992.1396
35670,3286.5427
35671,5346.2295
35672,25355.768
35673,2118.6394
35674,1682.4335
35675,2241.3887
35676,4439.089
35677,5177.181
35678,6468.8545
35679,193.84982
35680,5229.338
35681,205.2448
35682,6522.68
35683,6564.5605
35684,2331.71
35685,3182.164
35686,13036.291
35687,5383.962
35688,2881.4966
35689,10828.8955
35690,5282.4893
35691,78.546844
35692,59.90647
35693,1928.3239
35694,15176.582
35695,9124.807
35696,14744.503
35697,5998.335
35698,19895.736
35699,3451.4937
35700,1125.3135
35701,4594.54
35702,1579.7216
35703,195.50616
35704,4620.176
35705,6453.1973
35706,7602.663
35707,6385.7236
35708,1072.3606
35709,2048.7178
35710,6569.8564
35711,4858.169
35712,4923.949
35713,1120.5491
35714,4807.559
35715,13345.707
35716,4153.056
35717,6409.197
35718,4640.306
35719,5864.758
35720,2098.4233
35721,12591.399
35722,989.39667
35723,5992.1216
35724,8277.412
35725,113.538475
35726,3735.005
35727,9112.222
35728,6077.2207
35729,827.86035
35730,5138.1377
35731,11156.115
35732,1119.5002
35733,8808.61
35734,8986.076
35735,4053.8455
35736,3598.8167
35737,1291.5768
35738,1364.2783
35739,4958.6763
35740,7245.1987
35741,7974.865
35742,8473.76
35743,8886.744
35744,3514.1328
35745,1057.7942
35746,4819.2544
35747,11002.115
35748,10578.878
35749,12343.659
35750,5760.3525
35751,2382.4097
35752,3793.805
35753,332.5006
35754,9889.709
35755,4359.4277
35756,5223.1055
35757,2624.9424
35758,2592.4805
35759,5328.3604
35760,3986.4976
35761,7073.6177
35762,846.5087
35763,5554.046
35764,3574.4214
35765,13785.088
35766,477.16382
35767,160.13545
35768,4285.2515
35769,6938.024
35770,2860.8672
35771,11188.16
35772,4130.8657
35773,269.59137
35774,7863.5957
35775,3573.5024
35776,14984.116
35777,12568.28
35778,2235.5054
35779,1315.6322
35780,10243.752
35781,2250.7922
35782,14677.737
35783,1194.6675
35784,5868.39
35785,5649.151
35786,4423.3335
35787,-441.0804
35788,5178.786
35789,1191.016
35790,10900.646
35791,6027.189
35792,12109.172
35793,4216.1724
35794,13442.612
35795,5346.34
35796,4180.4897
35797,3241.774
35798,7968.6455
35799,13794.958
35800,2457.2354
35801,5481.142
35802,3065.1116
35803,144.05855
35804,5212.886
35805,4006.0317
35806,5417.509
35807,4237.407
35808,2994.2131
35809,2532.3213
35810,6906.3696
35811,7801.9927
35812,989.8881
35813,2065.8955
35814,9878.358
35815,2567.9258
35816,5913.2896
35817,4224.769
35818,5030.432
35819,1247.7642
35820,3610.1282
35821,930.6421
35822,2309.2002
35823,2880.5933
35824,9906.365
35825,3182.0132
35826,3487.951
35827,2208.4724
35828,95.2974
35829,488.22345
35830,232.2132
35831,937.5367
35832,3821.4646
35833,2292.8008
35834,4566.6846
35835,2599.84
35836,9460.172
35837,7676.575
35838,12086.354
35839,10960.778
35840,4779.6235
35841,8136.773
35842,7610.6787
35843,2693.7515
35844,3949.1973
35845,20906.508
35846,7228.582
35847,4377.16
35848,4986.1514
35849,825.771
35850,24771.71
35851,15631.63
35852,5376.993
35853,8417.571
35854,8153.9336
35855,3854.573
35856,5114.3164
35857,8174.657
35858,3071.3792
35859,585.2965
35860,6101.8643
35861,11864.016
35862,2677.704
35863,394.2569
35864,94.30972
35865,5964.537
35866,1674.7003
35867,6118.0728
35868,5903.3237
35869,5578.5537
35870,85.85887
35871,6115.7803
35872,165.44325
35873,6230.863
35874,2619.4204
35875,5877.5596
35876,72.240875
35877,7479.632
35878,1273.7734
35879,1371.1217
35880,5042.333
35881,362.99686
35882,3583.9153
35883,12492.954
35884,17537.902
35885,2012.741
35886,336.62878
35887,4527.553
35888,11637.674
35889,10175.215
35890,7118.3423
35891,170.24518
35892,7148.2046
35893,11953.994
35894,7470.766
35895,4587.229
35896,1123.3423
35897,11743.486
35898,6245.7134
35899,7749.3115
35900,13611.018
35901,9583.272
35902,10218.778
35903,1725.2753
35904,4738.9897
35905,290.91037
35906,5904.83
35907,7984.4004
35908,2365.6553
35909,272.95694
35910,2192.7515
35911,5012.7837
35912,5230.443
35913,2227.2463
35914,16261.414
35915,4616.2686
35916,7462.7505
35917,11959.8125
35918,6513.5923
35919,1955.5449
35920,15061.977
35921,1807.6335
35922,8389.939
35923,5601.291
35924,7647.0513
35925,2415.9766
35926,3765.22
35927,3294.9001
35928,4697.5586
35929,4698.822
35930,5699.968
35931,4131.924
35932,61.27734
35933,3078.2874
35934,2714.2302
35935,2783.5493
35936,2191.1333
35937,5927.354
35938,4509.0947
35939,3578.9841
35940,12202.566
35941,8097.315
35942,5894.7153
35943,6090.523
35944,4022.1318
35945,6819.915
35946,4511.095
35947,8130.462
35948,3756.477
35949,6269.793
35950,3455.2874
35951,14005.646
35952,270.57486
35953,3702.9468
35954,7375.4604
35955,2264.5874
35956,1810.2137
35957,1921.8386
35958,7450.961
35959,2068.6
35960,4855.7856
35961,5187.648
35962,67.63633
35963,5833.6084
35964,2728.889
35965,3805.725
35966,6173.425
35967,3236.2222
35968,3131.451
35969,69.8492
35970,15011.168
35971,2228.1267
35972,15558.798
35973,2008.234
35974,5332.498
35975,4925.022
35976,7240.669
35977,129.00177
35978,8851.663
35979,274.6494
35980,4160.552
35981,149.06616
35982,3674.1323
35983,7435.422
35984,5526.171
35985,16758.342
35986,11077.357
35987,6413.036
35988,4252.093
35989,3212.251
35990,8784.509
35991,11249.274
35992,15111.097
35993,2409.162
35994,2977.7026
35995,2269.3125
35996,6866.108
35997,110.87489
35998,2620.3247
35999,2230.5012
36000,397.60214
36001,4600.5586
36002,5168.714
36003,3395.3345
36004,17703.299
36005,6551.586
36006,1620.5912
36007,18512.842
36008,5689.9736
36009,3644.1743
36010,4310.2935
36011,200.78893
36012,95.2974
36013,3768.2598
36014,232.95395
36015,2164.4746
36016,4836.14
36017,4114.9253
36018,1570.9618
36019,4815.603
36020,4035.106
36021,315.4662
36022,3174.1807
36023,4987.057
36024,15494.975
36025,7688.9473
36026,148.9025
36027,3605.23
36028,7758.0293
36029,3333.8953
36030,4852.5845
36031,234.268
36032,2969.267
36033,3785.3901
36034,3168.3013
36035,9990.264
36036,4970.373
36037,2521.669
36038,5813.016
36039,6905.3037
36040,1840.5842
36041,6649.2266
36042,3536.3438
36043,3585.2664
36044,11657.033
36045,5433.1084
36046,3895.275
36047,6328.559
36048,3057.1394
36049,2103.4346
36050,3173.5857
36051,222.431
36052,1470.5762
36053,5755.6226
36054,4848.4937
36055,7746.8916
36056,2789.7104
36057,1770.8333
36058,4659.2856
36059,13506.741
36060,5314.0693
36061,5964.2915
36062,1173.586
36063,149.06616
36064,3465.9834
36065,61.770077
36066,3161.6677
36067,7224.945
36068,3126.536
36069,5314.6367
36070,6571.139
36071,804.30255
36072,3280.4905
36073,7538.767
36074,174.43604
36075,1656.8274
36076,5045.103
36077,9925.8125
36078,6520.878
36079,4237.573
36080,7781.964
36081,6717.077
36082,5873.17
36083,2511.331
36084,6861.1875
36085,5500.565
36086,7195.6855
36087,3609.4983
36088,2956.132
36089,4940.597
36090,5025.4067
36091,7615.5938
36092,146.82912
36093,8989.776
36094,1925.5594
36095,2043.4253
36096,1573.1713
36097,10122.993
36098,14210.22
36099,5404.304
36100,5353.5234
36101,5530.062
36102,20051.168
36103,1366.43
36104,4839.989
36105,8398.45
36106,2477.217
36107,6809.756
36108,5897.835
36109,15223.821
36110,2118.6572
36111,274.6494
36112,3373.3176
36113,5100.8594
36114,2132.0515
36115,14628.91
36116,2979.8494
36117,3372.8767
36118,2747.8047
36119,3545.8071
36120,5094.364
36121,3977.8604
36122,111.46298
36123,2900.8823
36124,1336.713
36125,18642.79
36126,2077.1707
36127,14352.189
36128,14237.457
36129,930.6421
36130,3013.5444
36131,8827.394
36132,203.87779
36133,5678.0625
36134,1275.5598
36135,376.49582
36136,6839.324
36137,2570.973
36138,111.7001
36139,5265.1665
36140,261.45807
36141,181.36499
36142,5753.473
36143,5315.2803
36144,243.05252
36145,2682.0771
36146,5780.822
36147,3862.4436
36148,10754.951
36149,232.95395
36150,6220.042
36151,6121.8867
36152,2079.8323
36153,9701.278
36154,7728.4883
36155,1619.677
36156,6966.6396
36157,3979.7405
36158,7322.154
36159,2335.9104
36160,256.53696
36161,5506.8423
36162,6353.4575
36163,5527.58
36164,10789.423
36165,3594.378
36166,1154.9988
36167,14353.626
36168,7033.862
36169,5509.7173
36170,3911.6611
36171,4505.187
36172,12309.885
36173,2560.4128
36174,66.00679
36175,4546.0913
36176,198.77371
36177,2181.1443
36178,2332.5698
36179,6098.195
36180,5959.701
36181,1392.6024
36182,4033.3765
36183,2477.917
36184,9705.199
36185,4153.4106
36186,2258.604
36187,2864.9736
36188,31801.244
36189,12074.281
36190,6940.837
36191,4864.8667
36192,122.6274
36193,12758.458
36194,4787.8716
36195,3856.382
36196,17150.453
36197,9013.678
36198,3313.2778
36199,7345.7266
36200,3796.514
36201,4132.3477
36202,13664.507
36203,5543.857
36204,7447.9673
36205,6823.5054
36206,6294.253
36207,5756.361
36208,3939.4841
36209,2910.2065
36210,2899.894
36211,20168.168
36212,5237.51
36213,6459.004
36214,192.69928
36215,3359.122
36216,3458.7744
36217,8155.79
36218,1345.5604
36219,6626.804
36220,2688.7974
36221,4816.6724
36222,256.53696
36223,8929.402
36224,8482.673
36225,270.7916
36226,1334.3805
36227,6754.448
36228,14063.266
36229,4774.477
36230,6001.0186
36231,477.16382
36232,7996.816
36233,1894.5017
36234,5223.762
36235,6703.321
36236,2552.7073
36237,170.8373
36238,251.68626
36239,5304.2227
36240,3116.93
36241,7451.0513
36242,11191.887
36243,4509.1743
36244,255.41827
36245,4919.643
36246,2966.412
36247,7717.192
36248,6093.7285
36249,3178.9653
36250,12733.205
36251,5714.1406
36252,4723.095
36253,13028.591
36254,4371.419
36255,136.47269
36256,2776.9746
36257,2884.1362
36258,4868.6455
36259,12913.895
36260,1924.9994
36261,3211.3438
36262,2465.3552
36263,5255.9233
36264,21725.84
36265,10907.614
36266,13932.005
36267,1372.394
36268,4554.4976
36269,12850.077
36270,10471.295
36271,12516.565
36272,5824.6074
36273,2995.8406
36274,6101.56
36275,853.93677
36276,2554.9924
36277,8041.908
36278,2051.8064
36279,11652.852
36280,4354.6504
36281,3133.7058
36282,4726.192
36283,4594.2476
36284,169.40887
36285,3946.874
36286,4656.2593
36287,1293.7775
36288,495.81592
36289,5948.191
36290,477.16382
36291,14306.03
36292,2263.0278
36293,4686.7935
36294,2922.6653
36295,5282.8604
36296,7234.9863
36297,16642.707
36298,3556.128
36299,3856.3733
36300,480.64728
36301,15222.366
36302,3922.6616
36303,3560.041
36304,4783.9595
36305,7207.695
36306,4350.716
36307,775.17676
36308,2340.3718
36309,7719.609
36310,7615.032
36311,1439.5635
36312,7641.139
36313,11977.68
36314,11057.957
36315,477.16382
36316,3365.146
36317,17002.943
36318,6194.4224
36319,9993.776
36320,183.15382
36321,5766.2896
36322,3533.5234
36323,1940.2539
36324,7432.4385
36325,135.2295
36326,12166.343
36327,3004.748
36328,1133.8301
36329,1155.6637
36330,2272.1636
36331,14181.132
36332,2258.886
36333,1774.586
36334,5208.885
36335,10264.677
36336,7902.4185
36337,9139.535
36338,3554.5654
36339,6685.2036
36340,3513.2844
36341,199.63759
36342,4614.428
36343,4785.681
36344,5723.4307
36345,9863.567
36346,4629.2793
36347,5992.1216
36348,4281.176
36349,7457.965
36350,5192.548
36351,275.3434
36352,10791.636
36353,2111.3757
36354,4265.8794
36355,4150.7627
36356,4519.6714
36357,2929.176
36358,5285.1626
36359,4477.1367
36360,8254.235
36361,3603.1248
36362,5008.171
36363,4524.3604
36364,1533.5127
36365,6564.2837
36366,2692.2715
36367,1873.375
36368,7410.7207
36369,2650.9958
36370,175.2469
36371,11007.08
36372,5440.8574
36373,674.70483
36374,2163.2056
36375,8383.223
36376,12050.062
36377,775.17676
36378,2492.4316
36379,12228.367
36380,1381.0039
36381,11130.124
36382,1826.6011
36383,5290.1294
36384,3565.1152
36385,1682.4335
36386,2921.4648
36387,10100.183
36388,3975.4563
36389,7975.104
36390,4113.53
36391,541.25757
36392,3201.2407
36393,8141.4463
36394,199.2751
36395,4679.9043
36396,12377.66
36397,258.23315
36398,3503.025
36399,10469.185
36400,2617.791
36401,14458.854
36402,15581.518
36403,2597.0933
36404,3038.882
36405,14556.955
36406,12221.76
36407,13259.407
36408,15715.498
36409,1722.3796
36410,6099.847
36411,2863.308
36412,2933.8928
36413,926.0846
36414,6622.317
36415,2153.6187
36416,3947.0225
36417,9945.304
36418,3418.8694
36419,1536.4497
36420,2605.6519
36421,7125.4326
36422,8293.914
36423,5282.4717
36424,9432.886
36425,9825.604
36426,205.2448
36427,2837.817
36428,4720.6636
36429,2584.262
36430,2949.1304
36431,4022.1318
36432,505.4559
36433,1029.3269
36434,4194.772
36435,13295.732
36436,7706.2627
36437,2639.3542
36438,3184.1592
36439,12908.3545
36440,2030.8965
36441,7326.09
36442,1301.2798
36443,-317.8808
36444,4139.146
36445,4337.644
36446,4269.5522
36447,2429.3926
36448,8927.592
36449,10741.935
36450,188.53894
36451,1299.8708
36452,6242.753
36453,2975.1538
36454,16051.899
36455,11318.673
36456,9299.912
36457,7879.8213
36458,111.17508
36459,2768.7793
36460,2347.1592
36461,113.96741
36462,103.02965
36463,2070.709
36464,7798.5913
36465,7987.6123
36466,3132.6208
36467,4875.6987
36468,1422.1775
36469,7216.2617
36470,9975.539
36471,5918.991
36472,4205.75
36473,8999.202
36474,11329.627
36475,8670.58
36476,10079.381
36477,8447.041
36478,7236.766
36479,1958.9263
36480,5653.6606
36481,69.8492
36482,169.40887
36483,2476.1223
36484,103.6295
36485,7459.387
36486,130.43967
36487,1379.3851
36488,674.6345
36489,16478.283
36490,9008.874
36491,6580.9424
36492,1889.5961
36493,15677.987
36494,1154.9988
36495,6039.12
36496,2741.1846
36497,4014.2705
36498,495.81592
36499,11863.826
36500,2566.1313
36501,7723.184
36502,3161.829
36503,5933.5967
36504,1337.3229
36505,3211.1343
36506,1580.308
36507,5563.627
36508,1101.1301
36509,495.81592
36510,8041.008
36511,5633.5063
36512,6697.8794
36513,1219.7848
36514,10932.89
36515,95.2974
36516,1066.7158
36517,1590.7948
36518,6607.9624
36519,4077.4966
36520,2139.102
36521,7412.584
36522,6117.655
36523,5377.4956
36524,5418.655
36525,7889.2515
36526,7144.7783
36527,85.85887
36528,5494.436
36529,6308.2476
36530,6702.291
36531,5436.9883
36532,673.04266
36533,5113.312
36534,5602.4434
36535,7417.915
36536,3609.4983
36537,17758.375
36538,397.60214
36539,13148.177
36540,6512.7993
36541,1142.2365
36542,3008.4224
36543,5298.504
36544,2059.8079
36545,4006.0317
36546,8233.414
36547,11156.115
36548,3199.2234
36549,12669.454
36550,3300.1023
36551,4539.8394
36552,170.8373
36553,5173.574
36554,8568.093
36555,8547.785
36556,4349.191
36557,198.77371
36558,9484.298
36559,4180.422
36560,4857.141
36561,5538.637
36562,5731.327
36563,9289.921
36564,4515.712
36565,4197.7666
36566,10491.768
36567,5889.706
36568,184.17126
36569,5385.939
36570,5785.0244
36571,6356.963
36572,13334.187
36573,8772.343
36574,3596.0186
36575,7397.1626
36576,1580.9517
36577,3858.516
36578,14928.784
36579,5042.333
36580,6658.0283
36581,1324.0286
36582,6374.6255
36583,3931.4023
36584,3503.908
36585,8113.658
36586,10505.889
36587,2038.4235
36588,2062.587
36589,10627.212
36590,3710.7856
36591,9756.054
36592,4650.5786
36593,2543.2178
36594,455.97455
36595,15085.289
36596,9029.051
36597,15829.564
36598,6195.302
36599,2225.442
36600,1588.4115
36601,1376.7611
36602,1180.2904
36603,14453.887
36604,656.53345
36605,227.58434
36606,6981.966
36607,8497.412
36608,322.03867
36609,6381.58
36610,5392.7344
36611,6919.934
36612,5873.611
36613,2539.6794
36614,4345.77
36615,3814.0022
36616,7398.9463
36617,16001.798
36618,103.02965
36619,2202.0261
36620,5481.8223
36621,3133.7058
36622,8788.766
36623,7406.8647
36624,12225.451
36625,11189.174
36626,13269.194
36627,203.69232
36628,989.8881
36629,2707.517
36630,103.6295
36631,6211.9116
36632,8986.696
36633,9643.156
36634,5856.53
36635,2491.2856
36636,9325.701
36637,2884.1362
36638,336.62878
36639,13558.973
36640,4829.656
36641,4939.5483
36642,3132.6208
36643,9547.25
36644,4776.5483
36645,192.69928
36646,5652.58
36647,3084.577
36648,146.43869
36649,3003.8938
36650,6621.924
36651,6493.109
36652,7987.0693
36653,6058.033
